,movie_id,title,tags
164,944,Lethal Weapon 4,in the combust action franchise final installment maverick detect martin rigg and roger murtaugh squar off against asian mobster wah sing ku who up to hi neck in slave trade and counterfeit currency with help from gumsho leo getz and smartaleck rooki cop lee butters rigg and murtaugh aim to take down ku and hi gang lapd house_on_fir revolv action adventur comedi crime thriller mel_gibson danny_glov joe_pesci richard_donn
165,1927,Hulk,bruce banner a genet research with a tragic past suffer massiv radiat exposur in hi laboratori that caus him to transform into a rage green monster when he get angry california san_francisco monster gener gun dna mutat psycholog berkeley transform frog presid marvel_com superhero golden_gate_bridg doctor fear scientist dog desert anger mirror phone militari cell hulk superhuman_strength repressed_memori repress drama action science_fict eric_bana jennifer_connelli sam_elliott ang_le
166,72559,G.I. Joe: Retaliation,frame for crime against the country the gi joe team is termin by presidenti order thi forc the gi joe into not onli fight their mortal enemi cobra they are forc to contend with threat from within the govern that jeopard their veri existence terror assassin secret technolog missil warhead presid rescu conspiraci explos battl surveil cobra adventur action science_fict thriller dwayne_johnson dj_cotrona adrianne_palicki jon_m_chu
167,7364,Sahara,scour the ocean depth for treasureladen shipwreck is busi as usual for a thrillseek underwat adventur and hi wisecrack buddy but when these two cross path with a beauti doctor they find themselv on the ultim treasur hunt tyrant ironclad_ship action adventur comedi drama mysteri matthew_mcconaughey penélope_cruz steve_zahn breck_eisn
168,2114,Final Fantasy: The Spirits Within,led by a strang dream scientist aki ross struggl to collect the eight spirit in the hope of creat a forc power enough to protect the planet with the aid of the deep eye squadron and her mentor dr sid aki must save the earth from it darkest hate and unleash the spirit within battle_assign dystopia alien downfal scientist based_on_video_gam adventur action anim fantasi science_fict thriller donald_sutherland mingna_wen alec_baldwin hironobu_sakaguchi
169,1771,Captain America: The First Avenger,predominantli set dure world war ii steve roger is a sickli man from brooklyn who transform into supersoldi captain america to aid in the war effort roger must stop the red skull  adolf hitler ruthless head of weaponry and the leader of an organ that intend to use a mysteri devic of untold power for world domination new_york usa world_war_ii nazi marvel_com superhero based_on_comic_book nazi_germani period_drama brooklyn_new_york_c captain_america aftercreditssting marvel_cinematic_univers 3d action adventur science_fict chris_evan hugo_weav tommy_lee_jon joe_johnston
170,36643,The World Is Not Enough,greed revenge world domin and hightech terror  it all in a day work for bond who on a mission to a protect beauti oil heiress from a notori terrorist in a race against time that culmin in a dramat submarin showdown bond work to defus the intern power struggl that ha the world oil suppli hang in the balance british mission oil heiress bilbao_spain british_secret_servic adventur action thriller pierce_brosnan sophie_marceau robert_carlyl michael_apt
171,8619,Master and Commander: The Far Side of the World,after an abrupt and violent encount with a french warship inflict sever damag upon hi ship a captain of the british royal navi begin a chase over two ocean to captur or destroy the enemy though he must weigh hi commit to duti and feroci pursuit of glori against the safeti of hi devot crew includ the ship thought surgeon hi best friend naturalist frigat self_surgeri sea_battl weevil adventur russell_crow paul_bettani james_darci peter_weir
172,50620,The Twilight Saga: Breaking Dawn - Part 2,after the birth of renesmee the cullen gather other vampir clan in order to protect the child from a fals alleg that put the famili in front of the volturi vampir romanc villai super_strength imprint cross_bre bloodsuck grudg vampire_vs_vampir chief_of_polic dhampir forks_washington wolf_pack misinform seeing_the_futur fang_vamp adventur fantasi drama romanc kristen_stewart robert_pattinson taylor_lautn bill_condon
173,65759,Happy Feet Two,mumbl the penguin ha a problem hi son erik who is reluct to dance encount the mighti sven a penguin who can fly thing get wors for mumbl when the world is shaken by power forces caus him to bring togeth the penguin nation and their alli to set thing right penguin music aftercreditssting 3d anim comedi famili elijah_wood robin_william pink george_mil
174,1724,The Incredible Hulk,scientist bruce banner scour the planet for an antidot to the unbridl forc of rage within him the hulk but when the militari mastermind who dream of exploit hi power forc him back to civilization he find himself come face to face with a new deadli foe new_york rio_de_janeiro marvel_com superhero based_on_comic_book on_the_run fugit super_soldi tony_stark virginia militari hulk marvel_cinematic_univers angri bruce_bann science_fict action adventur edward_norton liv_tyl tim_roth louis_leterri
175,267935,The BFG,the bfg is no ordinari bonecrunch giant he is far too nice and jumbly it lucki for sophi that he is had she been carri off in the middl of the night by the bloodbottler or ani of the other giantsrath than the bfgshe would have soon becom breakfast when sophi hear that the giant are flushbunk off to england to swollomp a few nice littl chiddlers she decid she must stop them onc and for all and the bfg is go to help her london_england england based_on_novel queen little_girl orphan cannib giant evil_broth adventur famili fantasi ruby_barnhil mark_ryl rebecca_hal steven_spielberg
176,281957,The Revenant,in the 1820s a frontiersman hugh glass set out on a path of vengeanc against those who left him for dead after a bear mauling father_son_relationship rape based_on_novel mountain winter grizzly_bear wilder frontier reveng murder native_american surviv bear snow violenc animal_death bear_attack death_of_son based_on_true_ev fur_trapp western drama adventur thriller leonardo_dicaprio tom_hardi will_poult alejandro_gonzález_iñárritu
177,77950,Turbo,the tale of an ordinari garden snail who dream of win the indi 500 underdog car_rac dream speed power snail fast friend superpow racer anim famili ryan_reynold paul_giamatti michael_peña david_soren
178,44896,Rango,when rango a lost famili pet accident wind up in the gritty gunsling town of dirt the lessthancourag lizard suddenli find he stand out welcom as the last hope the town ha been wait for new sheriff rango is forc to play hi new role to the hilt sheriff nevada pet rango chameleon las_vega cactu terrarium construction_sit armadillo disillusion anim comedi famili western adventur johnny_depp isla_fish ned_beatti gore_verbinski
179,270946,Penguins of Madagascar,skipper kowalski rico and privat join forc with undercov organ the north wind to stop the villain dr octaviu brine from destroy the world as we know it penguin madagascar 3d famili anim adventur comedi tom_mcgrath chris_mil christopher_knight eric_darnel
180,2503,The Bourne Ultimatum,bourn is brought out of hide onc again by report simon ross who is tri to unveil oper blackbriar an upgrad to project treadstone in a seri of newspap columns inform from the report stir a new set of memories and bourn must final uncov hi dark past while dodg the company best effort to erad him pari corrupt madrid assassin based_on_novel europ prosecut danger false_ident revel govern weapon interpol sequel conspiraci shootout espionag motorcycl violenc foot_chas moskow dark_past langley_virginia flashback chase_on_the_roof security_leak action drama mysteri thriller matt_damon julia_stil david_strathairn paul_greengrass
181,9502,Kung Fu Panda,when the valley of peac is threatened lazi po the panda discov hi destini as the chosen one and train to becom a kung fu hero but transform the unsleek slacker into a brave warrior wont be easy it up to master shifu and the furiou five  tigress crane mantis viper and monkey  to give it a try china martial_art kung_fu mentor snake restaur shop strong_woman braveri tiger turtl panda sensei anthropomorph fight ancient_china monkey master destini evil aftercreditssting monkey_warrior noodl adventur anim famili comedi jack_black dustin_hoffman angelina_joli mark_osborn
182,102899,Ant-Man,arm with the astonish abil to shrink in scale but increas in strength master thief scott lang must embrac hi innerhero and help hi mentor doctor hank pym protect the secret behind hi spectacular antman suit from a new gener of tower threats against seemingli insurmount obstacles pym and lang must plan and pull off a heist that will save the world marvel_com superhero based_on_comic_book aftercreditssting duringcreditssting marvel_cinematic_univers 3d science_fict action adventur paul_rudd michael_dougla evangeline_lilli peyton_re
183,101299,The Hunger Games: Catching Fire,katniss everdeen ha return home safe after win the 74th annual hunger game along with fellow tribut peeta mellark win mean that they must turn around and leav their famili and close friends embark on a victor tour of the districts along the way katniss sens that a rebellion is simmering but the capitol is still veri much in control as presid snow prepar the 75th annual hunger game the quarter quell  a competit that could chang panem forever competit based_on_novel mentor secret factori televis propaganda futur dystopia allianc game presid upris sequel murder surviv conspiraci rebellion blood female_protagonist tournament explos danger imax winner based_on_young_adult_novel adventur action science_fict jennifer_lawr josh_hutcherson liam_hemsworth francis_lawr
184,228161,Home,when earth is taken over by the overlyconfid boov an alien race in search of a new place to call home all human are promptli relocated while all boov get busi reorgan the planet but when one resourc girl tip manag to avoid capture she find herself the accident accomplic of a banish boov name oh the two fugit realiz there a lot more at stake than intergalact relat as they embark on the road trip of a lifetime friendship spaceship space alien alien_invas alien_friendship awful_lead taking_respos fantasi comedi anim science_fict famili jim_parson rihanna steve_martin tim_johnson
185,74,War of the Worlds,ray ferrier is a divorc dockwork and lessthanperfect father soon after hi exwif and her new husband drop of hi teenag son and young daughter for a rare weekend visit a strang and power lightn storm touch down post_traumatic_stress__disord new_jersey airplan dystopia daughter apocalyps alien_invas human_subjug adventur thriller science_fict tom_cruis dakota_fan miranda_otto steven_spielberg
186,8961,Bad Boys II,outofcontrol trashtalk buddi cop marcu burnett and mike lowrey of the miami narcot task forc reunite and bullet fly car crash and laugh explod as they pursu a whackedout drug lord from the street of miami to the barrio of cuba but the real firework result when marcu discov that playboy mike is secretli romanc marcus sexi sister miami ku_klux_klan cuba undercov mexican_standoff ecstasi guantánamo slaughter shootout gunfight bromanc gangster violenc foot_chas interrog car_chas drug_lord exploding_hous narcotics_cop illegal_drug dea_ag buddy_cop criminal_underworld action_hero haitian_gang minefield adventur action comedi thriller crime martin_lawr will_smith jordi_mollà michael_bay
187,417859,Puss in Boots,long befor he even met shrek the notori fighter lover and outlaw puss in boot becom a hero when he set off on an adventur with the tough and street smart kitti softpaw and the mastermind humpti dumpti to save hi town thi is the true stori of the cat the myth the legend the boots adventur fairytale_figur action adventur anim famili fantasi antonio_bandera salma_hayek zach_galifianaki chris_mil
188,27576,Salt,as a cia officer evelyn salt swore an oath to duty honor and country her loyalti will be test when a defector accus her of be a russian spy salt goe on the run use all her skill and year of experi as a covert oper to elud capture salt effort to prove her innoc onli serv to cast doubt on her motives as the hunt to uncov the truth behind her ident continu and the question remains who is salt assassin spi cia kidnap cold_war soviet_union double_ag race_against_tim reveng on_the_run shootout espionag female_protagonist hitwoman terror violenc russian_spi intelligence_offic action_heroin action mysteri thriller angelina_joli liev_schreib chiwetel_ejiofor phillip_noyc
189,86834,Noah,a man who suffer vision of an apocalypt delug take measur to protect hi famili from the come flood bibl god noah 3d drama adventur russell_crow jennifer_connelli emma_watson darren_aronofski
190,17578,The Adventures of Tintin,intrepid young reporter tintin and hi loyal dog snowi are thrust into a world of high adventur when they discov a ship carri an explos secret as tintin is drawn into a centuriesold mystery ivan ivanovitch sakharin suspect him of steal a priceless treasure tintin and snowy with the help of salty cantanker captain haddock and bumbl detectives thompson amp thomson travel half the world one step ahead of their enemi as tintin endeavor to find the unicorn a sunken ship that may hold a vast fortune but also an ancient curse riddl captain treasur liquor treasure_hunt sunken_treasur plot report 3d action adventur anim mysteri jamie_bel andy_serki daniel_craig steven_spielberg
191,673,Harry Potter and the Prisoner of Azkaban,harry ron and hermion return to hogwart for anoth magicfil year harri come face to face with danger yet again thi time in the form of escap convict siriu black  and turn to sympathet professor lupin for help fli traitor magic cutting_the_cord child_hero broom sorcerers_apprentic school_of_witchcraft griffon black_mag time_travel best_friend werewolf dark muggl aftercreditssting adventur fantasi famili daniel_radcliff rupert_grint emma_watson alfonso_cuarón
192,6972,Australia,set in northern australia befor world war ii an english aristocrat who inherit a sprawl ranch reluctantli pact with a stockman in order to protect her new properti from a takeov plot as the pair drive 2000 head of cattl over unforgiv landscape they experi the bomb of darwin australia by japanes forc firsthand missionari world_war_ii ranch australia british racist cattle_dr aftercreditssting stamped waltzing_matilda trampled_to_death drama nicole_kidman hugh_jackman essie_davi baz_luhrmann
193,82700,After Earth,one thousand year after cataclysm event forc humanity escap from earth nova prime ha becom mankind new home legendari gener cypher raig return from an extend tour of duti to hi estrang family readi to be a father to hi 13yearold son kitai when an asteroid storm damag cypher and kitai craft they crashland on a now unfamiliar and danger earth as hi father lie die in the cockpit kitai must trek across the hostil terrain to recov their rescu beacon hi whole life kitai ha want noth more than to be a soldier like hi father today he get hi chance dystopia science_fict action adventur jaden_smith will_smith sophie_okonedo m_night_shyamalan
194,10567,Dinosaur,an orphan dinosaur rais by lemur join an arduou trek to a sancturari after a meteorit shower destroy hi famili home cataclysm asteroid leader comet anim prehistor prehistoric_egg dinosaur nesting_ground prehistoric_creatur prehistoric_adventur lemur prehistoric_tim anim famili d_b_sweeney alfre_woodard ossie_davi ralph_zondag
195,181533,Night at the Museum: Secret of the Tomb,when the magic power of the tablet of ahkmenrah begin to die out larri daley ben stiller span the globe unit favorit and new charact while embark on an epic quest to save the magic befor it is gone forever night_watchman museum natural_histori histori smithsonian adventur comedi fantasi famili ben_stil rami_malek rebel_wilson shawn_levi
196,38055,Megamind,bumbl supervillain megamind final defeat hi nemesis the superhero metro man but without a hero he lose all purpos and must find new mean to hi life saving_the_world date prison secret_ident fish gun dna mayor anti_hero rain museum onesided_lov serum talking_anim report duringcreditssting stronger_villain anim action comedi famili science_fict will_ferrel brad_pitt tina_fey tom_mcgrath
197,671,Harry Potter and the Philosopher's Stone,harri potter ha live under the stair at hi aunt and uncle hous hi whole life but on hi 11th birthday he learn he a power wizard  with a place wait for him at the hogwart school of witchcraft and wizardry as he learn to har hi newfound power with the help of the school kindli headmaster harri uncov the truth about hi parents death  and about the villain who to blame witch christmas_parti magic cutting_the_cord halloween child_hero broom chosen_on frog fantasy_world based_on_young_adult_novel adventur fantasi famili daniel_radcliff rupert_grint emma_watson chris_columbu
198,49524,R.I.P.D.,a recent slain cop join a team of undead polic offic work for the rest in peac depart and tri to find the man who murder him base on the comic by peter m lenkov gold police_oper partner reveng undead ghost police_depart fantasi action comedi crime jeff_bridg ryan_reynold kevin_bacon robert_schwentk
199,22,Pirates of the Caribbean: The Curse of the Black Pearl,jack sparrow a freewheel 17thcenturi pirat who roam the caribbean sea butt head with a rival pirat bent on pillag the villag of port royal when the governor daughter is kidnapped sparrow decid to help the girl love save her but their seafar mission is hardli simple exotic_island blacksmith east_india_trading_compani gold marriage_propos mutini jamaica skeleton daughter governor wooden_ey gold_coin pirat alcohol swashbuckl caribbean aftercreditssting pirate_ship capuchin_monkey tortuga adventur fantasi action johnny_depp geoffrey_rush orlando_bloom gore_verbinski
200,131631,The Hunger Games: Mockingjay - Part 1,katniss everdeen reluctantli becom the symbol of a mass rebellion against the autocrat capitol resist postapocalypt dystopia war sequel female_protagonist bow_and_arrow game future_war revolt class_prejudic human_subjug based_on_young_adult_novel science_fict adventur thriller jennifer_lawr josh_hutcherson liam_hemsworth francis_lawr
201,591,The Da Vinci Code,when the curat of the louvr is found murder in the fame museum hallow halls harvard professor robert langdon and cryptographer sophi neve must untangl a deadli web of deceit involv the work of leonardo da vinci pari holy_grail christian monk based_on_novel zurich secret_societi louvr curat symbologist opus_dei heresi mona_lisa freemason conspiraci pentagram tomb catholic cryptologist iconographi albino sect thriller mysteri tom_hank audrey_taut ian_mckellen ron_howard
202,172385,Rio 2,it a jungl out there for blu jewel and their three kid after theyr hurtl from rio de janeiro to the wild of the amazon as blu tri to fit in he goe beaktobeak with the veng nigel and meet the most fearsom adversari of all hi fatherinlaw bird sequel jungl audit amazon_rainforest parrot anim adventur comedi famili jesse_eisenberg anne_hathaway leslie_mann carlos_saldanha
203,36658,X2,professor charl xavier and hi team of genet gift superhero face a rise tide of antimut sentiment led by col william stryker storm wolverin and jean grey must join their usual nemes  magneto and mystiqu  to unhing stryker scheme to extermin all mutants mutant marvel_com superhero based_on_comic_book superhuman adventur action science_fict thriller patrick_stewart hugh_jackman ian_mckellen bryan_sing
204,51497,Fast Five,former cop brian oconn partner with excon dom toretto on the opposit side of the law sinc brian and mia toretto broke dom out of custody theyv blown across mani border to elud authorities now back into a corner in rio de janeiro they must pull one last job in order to gain their freedom brazil fbi freedom escape_from_prison car_crash heist organized_crim on_the_run money fugit police_chas escaped_convict car imax automobile_rac duringcreditssting action thriller crime vin_diesel paul_walk jordana_brewst justin_lin
205,58574,Sherlock Holmes: A Game of Shadows,there is a new crimin mastermind at larg professor moriarty and not onli is he holmes intellectu equal but hi capac for evil and lack of conscienc may give him an advantag over the detective detective_inspector steampunk criminal_mastermind adventur action crime mysteri robert_downey_jr jude_law jared_harri guy_ritchi
206,18823,Clash of the Titans,born of a god but rais as a man perseu is helpless to save hi famili from hades veng god of the underworld with noth to lose perseu volunt to lead a danger mission to defeat hade befor he can seiz power from zeu and unleash hell on earth battl unholi demon and fearsom beasts perseu and hi warrior will onli surviv if perseu accept hi power as a god defi fate and creat hi own destiny hade mytholog greek_mytholog zeu medusa mythological_beast sea_monst perseu kraken god ancient_greec based_on_greek_myth 3d adventur fantasi action sam_worthington liam_neeson ralph_fienn louis_leterri
207,861,Total Recall,construct worker dougla quaid discov a memori chip in hi brain dure a virtualr trip he also find that hi past ha been invent to conceal a plot of planetari domination soon he off to mar to find out who he is and who plant the chip oxygen falsely_accus resist mar double_lif telepathi mutant hologram space_coloni false_ident secret_ag dystopia cyberpunk false_memori implanted_memori action adventur science_fict arnold_schwarzenegg sharon_ston rachel_ticotin paul_verhoeven
208,1911,The 13th Warrior,in ad 922 arab courtier ahmad ibn fadlan accompani a parti of vike to the barbar north to combat a terror that slaughter vike and devour their flesh witch cave arabian scandinavia bagdad vike iraq war mission adventur fantasi action antonio_bandera vladimir_kulich dennis_storhøi john_mctiernan
209,49040,The Bourne Legacy,new cia operative aaron cross experi lifeordeath stake that have been trigger by the previou action of jason bourne assassin wolf maryland suicide_by_gunshot rooftop exploding_hous laptop tracking_devic fake_id seoul_south_korea pharmaceutical_lab government_conspiraci roof_chas manila_philippin hunt false_passport alberta_canada lieutenant_gener action thriller jeremy_renn rachel_weisz edward_norton tony_gilroy
210,415,Batman & Robin,along with crimefight partner robin and new recruit batgirl batman battl the dual threat of frosti geniu mr freez and homicid horticulturalist poison ivy freez plan to put gotham citi on ice while ivi tri to drive a wedg between the dynam duo double_lif dc_comic dual_ident crime_fight fictional_plac gotham_c superhero credit_card super_pow action crime fantasi george_clooney chris_odonnel arnold_schwarzenegg joel_schumach
211,8871,How the Grinch Stole Christmas,insid a snowflak exist the magic land of whoville in whoville live the whos an almost mutat sort of munchkinlik people all the who love christmas yet just outsid of their belov whovil live the grinch the grinch is a nasti creatur that hate christmas and plot to steal it away from the whos whom he equal abhors yet a small child cindi lou who decid to tri befriend the grinch holiday christmas_parti new_lov santa_clau villag kids_and_famili famili comedi fantasi jim_carrey taylor_momsen jeffrey_tambor ron_howard
212,435,The Day After Tomorrow,after year of increas in the greenhous effect havoc is wreak global in the form of catastroph hurricanes tornadoes tidal waves flood and the begin of a new ice age paleoclimatologist jack hall tri to warn the world while also shepherd to safeti hi son trap in new york after the citi is overwhelm by the start of the new big freeze saving_the_world librari cataclysm climate_chang greenhouse_effect tornado twister hurrican hail temperature_drop ice_ag polar_zon meteorolog gulfstream barrier_ic ice_melt third_world exodu evacu climat govern snow los_angel scientist doomsday antarct disaster_movi action adventur science_fict thriller dennis_quaid jake_gyllenha emmy_rossum roland_emmerich
213,955,Mission: Impossible II,with comput geniu luther stickel at hi side and a beauti thief on hi mind agent ethan hunt race across australia and spain to stop a former imf agent from unleash a genet engin biolog weapon call chimera thi mission should hunt choos to accept it plung him into the center of an intern crisi of terrifi magnitude terror spain cia helicopt secret_ident skyscrap undercov island exlov secret_miss dying_and_death secret_ag comput duel lethal_viru violenc rescue_team agent car research_laboratori adventur action thriller tom_cruis dougray_scott thandie_newton john_woo
214,2133,The Perfect Storm,in octob 1991 a confluenc of weather condit combin to form a killer storm in the north atlantic caught in the storm wa the swordfish boat andrea gail magnific foreshadow and anticip fill thi truelif drama while minut detail of the fish boats their gear and the weather are juxtapos with the sea adventure us_air_forc groceri jamaican meteorologist rescue_boat marina city_hal the_flemish_cap male_camaraderi storm_at_sea drama george_clooney mark_wahlberg diane_lan wolfgang_petersen
215,1979,Fantastic 4: Rise of the Silver Surfer,the fantast four return to the big screen as a new and all power enemi threaten the earth the seemingli unstopp silver surfer but all is not what it seem and there are old and new enemi that pose a greater threat than the intrepid superhero realize fire helicopt surfboard mask satellit airplan transform forest resurrect marvel_com sequel superhero based_on_comic_book outer_spac wed explos scientist interrog double_cross fantastic_four militari earth_in_peril superhuman_strength duringcreditssting invis silver_surf forcefield elast absorbing_pow adventur fantasi action thriller ioan_gruffudd jessica_alba chris_evan tim_stori
216,87827,Life of Pi,the stori of an indian boy name pi a zookeeper son who find himself in the compani of a hyena zebra orangutan and a bengal tiger after a shipwreck set them adrift in the pacif ocean ocean shipwreck hindu tiger faith zookeep teenage_boy cargo_ship lifeboat injured_anim adventur drama action suraj_sharma irrfan_khan ayush_tandon ang_le
217,1250,Ghost Rider,in order to save hi die father young stunt cyclist johnni blaze sell hi soul to mephistophel and sadli part from the purehearted roxann simpson the love of hi life year later johnny path cross again with roxanne now a goget reporter and also with mephistopheles who offer to releas johnny soul if johnni becom the fabled fieri ghost rider mephisto religion_and_supernatur dying_and_death devils_son ghost_world stunt flame based_on_comic_book thriller action fantasi horror nicolas_cag eva_mend wes_bentley mark_steven_johnson
218,324668,Jason Bourne,the most danger former oper of the cia is drawn out of hide to uncov hidden truth about hi past assassin amnesia flashback action thriller matt_damon alicia_vikand tommy_lee_jon paul_greengrass
219,9471,Charlie's Angels: Full Throttle,the angel are charg with find a pair of miss ring that are encod with the person inform of member of the wit protect program as inform are killed the ladi target a rogu agent who might be responsible robberi secret_ident secret_ag action adventur comedi cameron_diaz drew_barrymor lucy_liu mcg
220,70981,Prometheus,a team of explor discov a clue to the origin of mankind on earth lead them on a journey to the darkest corner of the universe there they must fight a terrifi battl to save the futur of the human race android dystopia alien spin_off creation emergency_surgeri aftercreditssting stasi archeological_dig god_complex cave_draw genetic_mut origins_of_lif science_fict adventur mysteri noomi_rapac michael_fassbend guy_pearc ridley_scott
221,10996,Stuart Little 2,stuart an ador white mouse still live happili with hi adopt family the littles on the east side of manhattan central park more crazi mous adventur are in store as stuart hi human brother george and their mischiev cat snowbell set out to rescu a friend mous falcon bird friendship famili famili adventur anim comedi michael_j_fox geena_davi hugh_lauri rob_minkoff
222,68724,Elysium,in the year 2159 two class of peopl exist the veri wealthi who live on a pristin manmad space station call elysium and the rest who live on an overpopulated ruin earth secretari rhode jodi foster a hard line govern ofﬁcial will stop at noth to enforc antiimmigr law and preserv the luxuri lifestyl of the citizen of elysium that doesnt stop the peopl of earth from tri to get in by ani mean they can when unlucki max matt damon is back into a corner he agre to take on a daunt mission that if successful will not onli save hi life but could bring equal to these polar worlds dystopia space_st class_conflict science_fict action drama thriller matt_damon jodie_fost sharlto_copley neill_blomkamp
223,2789,The Chronicles of Riddick,after year of outrun ruthless bounti hunters escap convict riddick suddenli find himself caught between oppos forc in a fight for the futur of the human race now wage incred battl on fantast and deadli worlds thi lone reluct hero will emerg as humanity champion  and the last hope for a univers on the edg of annihilation prison dystopia matter_of_life_and_death outer_spac intergalactic_travel action science_fict vin_diesel thandie_newton karl_urban david_twohi
224,97020,RoboCop,in robocop the year is 2028 and multin conglomer omnicorp is at the center of robot technology overseas their drone have been use by the militari for years but have been forbidden for law enforc in america now omnicorp want to bring their controversi technolog to the home front and they see a golden opportun to do it when alex murphi  a love husband father and good cop do hi best to stem the tide of crime and corrupt in detroit  is critic injured omnicorp see their chanc to build a partman partrobot polic officer omnicorp envis a robocop in everi citi and even more billion for their shareholders but they never count on one thing there is still a man insid the machine cyborg futur dystopia polic remak violenc detroit action science_fict joel_kinnaman gary_oldman michael_keaton josé_padilha
225,7459,Speed Racer,speed racer is the tale of a young and brilliant race driver when corrupt in the race leagu cost hi brother hi life he must team up with the polic and the mysteri racer x to bring an end to the corrupt and crimin activities inspir by the cartoon series car_rac loss_of_broth chimp famili duringcreditssting woman_director action famili science_fict emile_hirsch christina_ricci matthew_fox lilly_wachowski
226,42888,How Do You Know,after be cut from the usa softbal team and feel a bit past her prime lisa find herself evalu her life and in the middl of a love triangle as a corpor guy in crisi compet with her current baseballplay beau love_triangl basebal athlet aftercreditssting comedi drama romanc reese_witherspoon paul_rudd owen_wilson james_l_brook
227,37834,Knight and Day,a fugit coupl goe on a glamor and sometim deadli adventur where noth and no one  even themselv  are what they seem amid shift allianc and unexpect betrayals they race across the globe with their surviv ultim hing on the battl of truth vs trust spi airport gas_stat garag pilot chase secret_ag rope exploding_build car_chas police_car boy_geniu duringcreditssting action comedi tom_cruis cameron_diaz peter_sarsgaard james_mangold
228,75612,Oblivion,jack harper is one of the last few drone repairmen station on earth part of a massiv oper to extract vital resourc after decad of war with a terrifi threat known as the scavs jack mission is nearli complete hi exist is brought crash down when he rescu a beauti stranger from a down spacecraft her arriv trigger a chain of event that forc him to question everyth he know and put the fate of human in hi hands spacecraft dystopia space drone imax human_vs_alien action science_fict adventur mysteri tom_cruis morgan_freeman olga_kurylenko joseph_kosinski
229,1895,Star Wars: Episode III - Revenge of the Sith,year after the onset of the clone wars the nobl jedi knight lead a massiv clone armi into a galaxywid battl against the separatists when the sinist sith unveil a thousandyearold plot to rule the galaxy the republ crumbl and from it ash rise the evil galact empire jedi hero anakin skywalk is seduc by the dark side of the forc to becom the emperor new apprentic  darth vader the jedi are decimated as obiwan kenobi and jedi master yoda are forc into hiding the onli hope for the galaxi are anakin own offspr  the twin children born in secreci who will grow up to becom heroes showdown death_star vision cult_figur hatr dream_sequ expectant_moth space_opera chancel childbirth galactic_war science_fict adventur action ewan_mcgregor natalie_portman hayden_christensen george_luca
230,1894,Star Wars: Episode II - Attack of the Clones,ten year after the invas of naboo the galaxi is on the brink of civil war under the leadership of a renegad jedi name count dooku thousand of solar system threaten to break away from the galact republic when an assassin attempt is made on senat padmé amidala the former queen of naboo twentyyearold jedi apprentic anakin skywalk is assign to protect her in the cours of hi mission anakin discov hi love for padmé as well as hi own darker side soon anakin padmé and obiwan kenobi are drawn into the heart of the separatist movement and the begin of the clone wars senat investig armi death_star jedi cult_figur wed violenc kendo laser_gun space_opera spaceport teenage_rebellion good_becoming_evil alien_rac mechanical_hand yoda adventur action science_fict ewan_mcgregor natalie_portman hayden_christensen george_luca
231,585,"Monsters, Inc.",jame sullivan and mike wazowski are monsters they earn their live scare children and are the best in the business even though theyr more afraid of the children than they are of them when a child accident enter their world jame and mike suddenli find that kid are not to be afraid of and they uncov a conspiraci that could threaten all children across the world monster infant energy_suppli compani rivalri hijink best_friend scream conveyor_belt energy_compani friend anim comedi famili john_goodman billy_cryst mary_gibb pete_doct
232,76170,The Wolverine,wolverin face hi ultim nemesi  and test of hi physical emotional and mortal limit  in a lifechang voyag to modernday japan japan samurai mutant world_war_i marvel_com superhero based_on_comic_book superhuman duringcreditssting action science_fict adventur fantasi hugh_jackman hiroyuki_sanada famke_janssen james_mangold
233,1893,Star Wars: Episode I - The Phantom Menace,anakin skywalker a young slave strong with the force is discov on tatooine meanwhile the evil sith have returned enact their plot for reveng against the jedi propheci senat queen taskmast galaxi apprentic tax space_opera adventur action science_fict liam_neeson ewan_mcgregor natalie_portman george_luca
234,49519,The Croods,the crood is a prehistor comedi adventur that follow the world first famili as they embark on a journey of a lifetim when the cave that ha alway shield them from danger is destroyed travel across a spectacular landscape the crood discov an incred new world fill with fantast creatur  and their outlook is chang forever stone_ag daughter father prehistor ancient_world father_daughter_relationship famili cavemen aftercreditssting duringcreditssting adventur anim comedi famili fantasi nicolas_cag emma_ston ryan_reynold chris_sand
235,2395,Asterix at the Olympic Games,astérix and obélix have to win the olymp game in order to help their friend alafolix marri princess irina portray by supermodel vanessa hessler brutu benoît poelvoorde use everi trick in the book to have hi own team win the game and get rid of hi father juliu caesar alain delon in the process competit greec colosseum olympic_gam emperor magic hors roman wild_boar govern galier fantasi adventur comedi famili clovis_cornillac gérard_depardieu franck_dubosc thomas_langmann
236,12100,Windtalkers,joe ender is a gungho marin assign to protect a windtalker  one of sever navajo indian who were use to relay messag dure world war ii becaus their spoken languag wa indecipher to japanes code breakers japan world_war_ii radio_transmiss marine_corp us_armi code navajo pacific_war drama action histori war nicolas_cag adam_beach peter_stormar john_woo
237,290595,The Huntsman: Winter's War,as two evil sister prepar to conquer the land two renegadeser the huntsman who aid snow white in defeat ravenna in snowwhit and the huntsman and hi forbidden lover saraset out to stop them witch magic fairy_tal snow_whit huntsman action adventur drama chris_hemsworth charlize_theron emily_blunt cedric_nicolastroyan
